Fecha;Mes;Canal;Dispositivo;Edad;Género;Visitas;Visitas recurrentes;Pedidos;Precio medio;Número medio artículos;Suscripciones newletter;Suscripciones web
05/02/2021;Total;Total;Tablet;18-24;Hombre;23,25;2,25;0,0975;35;2,5;10,2;5,1
06/02/2021;Total;Total;Tablet;18-24;Hombre;26,25;3;0,1125;65;4;11,7;5,85
07/02/2021;Total;Total;Tablet;18-24;Hombre;27;3,75;0,1125;50;2;12,3;6,15
08/02/2021;Total;Total;Tablet;18-24;Hombre;24,75;2,25;0,09;45;2,5;10,8;5,4
09/02/2021;Total;Total;Tablet;18-24;Hombre;27;4,5;0,12;65;3;12,6;6,3
10/02/2021;Total;Total;Tablet;18-24;Hombre;26,25;3,75;0,1125;70;1,5;12;6
11/02/2021;Total;Total;Tablet;18-24;Hombre;25,5;3;0,105;35;2,5;11,4;5,7
12/02/2021;Total;Total;Tablet;18-24;Hombre;27,75;3,75;0,0975;45;4;12,6;6,3
13/02/2021;Total;Total;Tablet;18-24;Hombre;28,5;2,25;0,1125;55;2;12,3;6,15
14/02/2021;Total;Total;Tablet;18-24;Hombre;29,25;4,5;0,12;67;2,5;13,5;6,75
15/02/2021;Total;Total;Tablet;18-24;Hombre;28,5;3,75;0,1125;77;3;12,9;6,45
16/02/2021;Total;Total;Tablet;18-24;Hombre;29,25;4,5;0,105;40;1,5;13,5;6,75
17/02/2021;Total;Total;Tablet;18-24;Hombre;30;5,25;0,12;35;2,5;14,1;7,05
18/02/2021;Total;Total;Tablet;18-24;Hombre;30,75;5,25;0,12;36;4;14,4;7,2
19/02/2021;Total;Total;Tablet;18-24;Hombre;29,25;3;0,105;42;2;12,9;6,45
20/02/2021;Total;Total;Tablet;18-24;Hombre;31,5;4,5;0,12;56;2,5;14,4;7,2
21/02/2021;Total;Total;Tablet;18-24;Hombre;30;3,75;0,1125;57;3;13,5;6,75
22/02/2021;Total;Total;Tablet;18-24;Hombre;30,75;4,5;0,105;35;1,5;14,1;7,05
23/02/2021;Total;Total;Tablet;18-24;Hombre;32,25;3,75;0,1125;45;2,5;14,4;7,2
24/02/2021;Total;Total;Tablet;18-24;Hombre;33;4,5;0,12;60;4;15;7,5
25/02/2021;Total;Total;Tablet;18-24;Hombre;33,75;5,25;0,12;70;2;15,6;7,8
26/02/2021;Total;Total;Tablet;18-24;Hombre;32,25;4,5;0,105;45;2,5;14,7;7,35
27/02/2021;Total;Total;Tablet;18-24;Hombre;33,75;5,25;0,1125;46;3;15,6;7,8
28/02/2021;Total;Total;Tablet;18-24;Hombre;34,5;5,25;0,12;35;1,5;15,9;7,95
01/01/2021;Total;Total;Tablet;25-35;Hombre;10;3;0,1;40;2,5;5,2;2,6
02/01/2021;Total;Total;Tablet;25-35;Hombre;15;2;0,12;35;4;6,8;3,4
03/01/2021;Total;Total;Tablet;25-35;Hombre;15;5;0,08;36;2,5;8;4
04/01/2021;Total;Total;Tablet;25-35;Hombre;18;6;0,12;42;3;9,6;4,8
05/01/2021;Total;Total;Tablet;25-35;Hombre;20;3;0,12;56;1,5;9,2;4,6
06/01/2021;Total;Total;Tablet;25-35;Hombre;20;3;0,12;57;2,5;9,2;4,6
07/01/2021;Total;Total;Tablet;25-35;Hombre;21;4;0,11;35;4;10;5
08/01/2021;Total;Total;Tablet;25-35;Hombre;22;5;0,1;45;2;10,8;5,4
09/01/2021;Total;Total;Tablet;25-35;Hombre;18;3;0,09;60;2,5;8,4;4,2
10/01/2021;Total;Total;Tablet;25-35;Hombre;19;4;0,11;70;3;9,2;4,6
11/01/2021;Total;Total;Tablet;25-35;Hombre;22;5;0,09;45;1,5;10,8;5,4
12/01/2021;Total;Total;Tablet;25-35;Hombre;20;3;0,1;46;2,5;9,2;4,6
13/01/2021;Total;Total;Tablet;25-35;Hombre;21;4;0,11;35;4;10;5
14/01/2021;Total;Total;Tablet;25-35;Hombre;24;5;0,12;65;2;11,6;5,8
15/01/2021;Total;Total;Tablet;25-35;Hombre;25;4;0,11;50;2,5;11,6;5,8
16/01/2021;Total;Total;Tablet;25-35;Hombre;24;2;0,1;45;3;10,4;5,2
17/01/2021;Total;Total;Tablet;25-35;Hombre;22;5;0,11;65;1,5;10,8;5,4
18/01/2021;Total;Total;Tablet;25-35;Hombre;26;6;0,12;70;2,5;12,8;6,4
19/01/2021;Total;Total;Tablet;25-35;Hombre;27;4;0,13;35;4;12,4;6,2
20/01/2021;Total;Total;Tablet;25-35;Hombre;25;3;0,11;45;2;11,2;5,6
21/01/2021;Total;Total;Tablet;25-35;Hombre;26;5;0,13;55;2,5;12,4;6,2
22/01/2021;Total;Total;Tablet;25-35;Hombre;27;6;0,14;67;3;13,2;6,6
23/01/2021;Total;Total;Tablet;25-35;Hombre;24;4;0,12;77;1,5;11,2;5,6
24/01/2021;Total;Total;Tablet;25-35;Hombre;23;3;0,1;40;2,5;10,4;5,2
25/01/2021;Total;Total;Tablet;25-35;Hombre;28;4;0,11;35;4;12,8;6,4
26/01/2021;Total;Total;Tablet;25-35;Hombre;29;6;0,09;36;2;14;7
27/01/2021;Total;Total;Tablet;25-35;Hombre;30;5;0,14;42;2,5;14;7
28/01/2021;Total;Total;Tablet;25-35;Hombre;31;6;0,15;56;3;14,8;7,4
29/01/2021;Total;Total;Tablet;25-35;Hombre;29;4;0,14;57;1,5;13,2;6,6
30/01/2021;Total;Total;Tablet;25-35;Hombre;28;2;0,12;35;2,5;12;6
31/01/2021;Total;Total;Tablet;25-35;Hombre;29,5;4;0,13;45;4;13,4;6,7
01/02/2021;Total;Total;Tablet;25-35;Hombre;32;6;0,15;60;2;15,2;7,6
02/02/2021;Total;Total;Tablet;25-35;Hombre;33;4;0,13;70;2,5;14,8;7,4
03/02/2021;Total;Total;Tablet;25-35;Hombre;31;4;0,12;45;3;14;7
04/02/2021;Total;Total;Tablet;25-35;Hombre;32;5;0,14;46;1,5;14,8;7,4
05/02/2021;Total;Total;Tablet;25-35;Hombre;31;3;0,13;35;2,5;13,6;6,8
06/02/2021;Total;Total;Tablet;25-35;Hombre;35;4;0,15;65;4;15,6;7,8
07/02/2021;Total;Total;Tablet;25-35;Hombre;36;5;0,15;50;2;16,4;8,2
08/02/2021;Total;Total;Tablet;25-35;Hombre;33;3;0,12;45;2,5;14,4;7,2
09/02/2021;Total;Total;Tablet;25-35;Hombre;36;6;0,16;65;3;16,8;8,4
10/02/2021;Total;Total;Tablet;25-35;Hombre;35;5;0,15;70;1,5;16;8
11/02/2021;Total;Total;Tablet;25-35;Hombre;34;4;0,14;35;2,5;15,2;7,6
12/02/2021;Total;Total;Tablet;25-35;Hombre;37;5;0,13;45;4;16,8;8,4
13/02/2021;Total;Total;Tablet;25-35;Hombre;38;3;0,15;55;2;16,4;8,2
14/02/2021;Total;Total;Tablet;25-35;Hombre;39;6;0,16;67;2,5;18;9
15/02/2021;Total;Total;Tablet;25-35;Hombre;38;5;0,15;77;3;17,2;8,6
16/02/2021;Total;Total;Tablet;25-35;Hombre;39;6;0,14;40;1,5;18;9
17/02/2021;Total;Total;Tablet;25-35;Hombre;40;7;0,16;35;2,5;18,8;9,4
18/02/2021;Total;Total;Tablet;25-35;Hombre;41;7;0,16;36;4;19,2;9,6
19/02/2021;Total;Total;Tablet;25-35;Hombre;39;4;0,14;42;2;17,2;8,6
20/02/2021;Total;Total;Tablet;25-35;Hombre;42;6;0,16;56;2,5;19,2;9,6
21/02/2021;Total;Total;Tablet;25-35;Hombre;40;5;0,15;57;3;18;9
22/02/2021;Total;Total;Tablet;25-35;Hombre;41;6;0,14;35;1,5;18,8;9,4
23/02/2021;Total;Total;Tablet;25-35;Hombre;43;5;0,15;45;2,5;19,2;9,6
24/02/2021;Total;Total;Tablet;25-35;Hombre;44;6;0,16;60;4;20;10
25/02/2021;Total;Total;Tablet;25-35;Hombre;45;7;0,16;70;2;20,8;10,4
26/02/2021;Total;Total;Tablet;25-35;Hombre;43;6;0,14;45;2,5;19,6;9,8
27/02/2021;Total;Total;Tablet;25-35;Hombre;45;7;0,15;46;3;20,8;10,4
28/02/2021;Total;Total;Tablet;25-35;Hombre;46;7;0,16;35;1,5;21,2;10,6
01/01/2021;Total;Total;Tablet;36-55;Hombre;20;6;0,2;40;2,5;10,4;5,2
02/01/2021;Total;Total;Tablet;36-55;Hombre;30;4;0,24;35;4;13,6;6,8
03/01/2021;Total;Total;Tablet;36-55;Hombre;30;10;0,16;36;2,5;16;8
04/01/2021;Total;Total;Tablet;36-55;Hombre;36;12;0,24;42;3;19,2;9,6
05/01/2021;Total;Total;Tablet;36-55;Hombre;40;6;0,24;56;1,5;18,4;9,2
06/01/2021;Total;Total;Tablet;36-55;Hombre;40;6;0,24;57;2,5;18,4;9,2
07/01/2021;Total;Total;Tablet;36-55;Hombre;42;8;0,22;35;4;20;10
08/01/2021;Total;Total;Tablet;36-55;Hombre;44;10;0,2;45;2;21,6;10,8
09/01/2021;Total;Total;Tablet;36-55;Hombre;36;6;0,18;60;2,5;16,8;8,4
10/01/2021;Total;Total;Tablet;36-55;Hombre;38;8;0,22;70;3;18,4;9,2
11/01/2021;Total;Total;Tablet;36-55;Hombre;44;10;0,18;45;1,5;21,6;10,8
12/01/2021;Total;Total;Tablet;36-55;Hombre;40;6;0,2;46;2,5;18,4;9,2
13/01/2021;Total;Total;Tablet;36-55;Hombre;42;8;0,22;35;4;20;10
14/01/2021;Total;Total;Tablet;36-55;Hombre;48;10;0,24;65;2;23,2;11,6
15/01/2021;Total;Total;Tablet;36-55;Hombre;50;8;0,22;50;2,5;23,2;11,6
16/01/2021;Total;Total;Tablet;36-55;Hombre;48;4;0,2;45;3;20,8;10,4
17/01/2021;Total;Total;Tablet;36-55;Hombre;44;10;0,22;65;1,5;21,6;10,8
18/01/2021;Total;Total;Tablet;36-55;Hombre;52;12;0,24;70;2,5;25,6;12,8
19/01/2021;Total;Total;Tablet;36-55;Hombre;54;8;0,26;35;4;24,8;12,4
20/01/2021;Total;Total;Tablet;36-55;Hombre;50;6;0,22;45;2;22,4;11,2
21/01/2021;Total;Total;Tablet;36-55;Hombre;52;10;0,26;55;2,5;24,8;12,4
22/01/2021;Total;Total;Tablet;36-55;Hombre;54;12;0,28;67;3;26,4;13,2
23/01/2021;Total;Total;Tablet;36-55;Hombre;48;8;0,24;77;1,5;22,4;11,2
24/01/2021;Total;Total;Tablet;36-55;Hombre;46;6;0,2;40;2,5;20,8;10,4
25/01/2021;Total;Total;Tablet;36-55;Hombre;56;8;0,22;35;4;25,6;12,8
26/01/2021;Total;Total;Tablet;36-55;Hombre;58;12;0,18;36;2;28;14
27/01/2021;Total;Total;Tablet;36-55;Hombre;60;10;0,28;42;2,5;28;14
28/01/2021;Total;Total;Tablet;36-55;Hombre;62;12;0,3;56;3;29,6;14,8
29/01/2021;Total;Total;Tablet;36-55;Hombre;58;8;0,28;57;1,5;26,4;13,2
30/01/2021;Total;Total;Tablet;36-55;Hombre;56;4;0,24;35;2,5;24;12
31/01/2021;Total;Total;Tablet;36-55;Hombre;59;8;0,26;45;4;26,8;13,4
01/02/2021;Total;Total;Tablet;36-55;Hombre;64;12;0,3;60;2;30,4;15,2
02/02/2021;Total;Total;Tablet;36-55;Hombre;66;8;0,26;70;2,5;29,6;14,8
03/02/2021;Total;Total;Tablet;36-55;Hombre;62;8;0,24;45;3;28;14
04/02/2021;Total;Total;Tablet;36-55;Hombre;64;10;0,28;46;1,5;29,6;14,8
05/02/2021;Total;Total;Tablet;36-55;Hombre;62;6;0,26;35;2,5;27,2;13,6
06/02/2021;Total;Total;Tablet;36-55;Hombre;70;8;0,3;65;4;31,2;15,6
07/02/2021;Total;Total;Tablet;36-55;Hombre;72;10;0,3;50;2;32,8;16,4
08/02/2021;Total;Total;Tablet;36-55;Hombre;66;6;0,24;45;2,5;28,8;14,4
09/02/2021;Total;Total;Tablet;36-55;Hombre;72;12;0,32;65;3;33,6;16,8
10/02/2021;Total;Total;Tablet;36-55;Hombre;70;10;0,3;70;1,5;32;16
11/02/2021;Total;Total;Tablet;36-55;Hombre;68;8;0,28;35;2,5;30,4;15,2
12/02/2021;Total;Total;Tablet;36-55;Hombre;74;10;0,26;45;4;33,6;16,8
13/02/2021;Total;Total;Tablet;36-55;Hombre;76;6;0,3;55;2;32,8;16,4
14/02/2021;Total;Total;Tablet;36-55;Hombre;78;12;0,32;67;2,5;36;18
15/02/2021;Total;Total;Tablet;36-55;Hombre;76;10;0,3;77;3;34,4;17,2
16/02/2021;Total;Total;Tablet;36-55;Hombre;78;12;0,28;40;1,5;36;18
17/02/2021;Total;Total;Tablet;36-55;Hombre;80;14;0,32;35;2,5;37,6;18,8
18/02/2021;Total;Total;Tablet;36-55;Hombre;82;14;0,32;36;4;38,4;19,2
19/02/2021;Total;Total;Tablet;36-55;Hombre;78;8;0,28;42;2;34,4;17,2
20/02/2021;Total;Total;Tablet;36-55;Hombre;84;12;0,32;56;2,5;38,4;19,2
21/02/2021;Total;Total;Tablet;36-55;Hombre;80;10;0,3;57;3;36;18
22/02/2021;Total;Total;Tablet;36-55;Hombre;82;12;0,28;35;1,5;37,6;18,8
23/02/2021;Total;Total;Tablet;36-55;Hombre;86;10;0,3;45;2,5;38,4;19,2
24/02/2021;Total;Total;Tablet;36-55;Hombre;88;12;0,32;60;4;40;20
25/02/2021;Total;Total;Tablet;36-55;Hombre;90;14;0,32;70;2;41,6;20,8
26/02/2021;Total;Total;Tablet;36-55;Hombre;86;12;0,28;45;2,5;39,2;19,6
27/02/2021;Total;Total;Tablet;36-55;Hombre;90;14;0,3;46;3;41,6;20,8
28/02/2021;Total;Total;Tablet;36-55;Hombre;92;14;0,32;35;1,5;42,4;21,2
01/01/2021;Total;Total;Tablet;Más de 55;Hombre;12,5;3,75;0,125;40;2,5;6,5;3,25
02/01/2021;Total;Total;Tablet;Más de 55;Hombre;18,75;2,5;0,15;35;4;8,5;4,25
03/01/2021;Total;Total;Tablet;Más de 55;Hombre;18,75;6,25;0,1;36;2,5;10;5
04/01/2021;Total;Total;Tablet;Más de 55;Hombre;22,5;7,5;0,15;42;3;12;6
05/01/2021;Total;Total;Tablet;Más de 55;Hombre;25;3,75;0,15;56;1,5;11,5;5,75
06/01/2021;Total;Total;Tablet;Más de 55;Hombre;25;3,75;0,15;57;2,5;11,5;5,75
07/01/2021;Total;Total;Tablet;Más de 55;Hombre;26,25;5;0,1375;35;4;12,5;6,25
08/01/2021;Total;Total;Tablet;Más de 55;Hombre;27,5;6,25;0,125;45;2;13,5;6,75
09/01/2021;Total;Total;Tablet;Más de 55;Hombre;22,5;3,75;0,1125;60;2,5;10,5;5,25
10/01/2021;Total;Total;Tablet;Más de 55;Hombre;23,75;5;0,1375;70;3;11,5;5,75
11/01/2021;Total;Total;Tablet;Más de 55;Hombre;27,5;6,25;0,1125;45;1,5;13,5;6,75
12/01/2021;Total;Total;Tablet;Más de 55;Hombre;25;3,75;0,125;46;2,5;11,5;5,75
13/01/2021;Total;Total;Tablet;Más de 55;Hombre;26,25;5;0,1375;35;4;12,5;6,25
14/01/2021;Total;Total;Tablet;Más de 55;Hombre;30;6,25;0,15;65;2;14,5;7,25
15/01/2021;Total;Total;Tablet;Más de 55;Hombre;31,25;5;0,1375;50;2,5;14,5;7,25
16/01/2021;Total;Total;Tablet;Más de 55;Hombre;30;2,5;0,125;45;3;13;6,5
17/01/2021;Total;Total;Tablet;Más de 55;Hombre;27,5;6,25;0,1375;65;1,5;13,5;6,75
18/01/2021;Total;Total;Tablet;Más de 55;Hombre;32,5;7,5;0,15;70;2,5;16;8
19/01/2021;Total;Total;Tablet;Más de 55;Hombre;33,75;5;0,1625;35;4;15,5;7,75
20/01/2021;Total;Total;Tablet;Más de 55;Hombre;31,25;3,75;0,1375;45;2;14;7
21/01/2021;Total;Total;Tablet;Más de 55;Hombre;32,5;6,25;0,1625;55;2,5;15,5;7,75
22/01/2021;Total;Total;Tablet;Más de 55;Hombre;33,75;7,5;0,175;67;3;16,5;8,25
23/01/2021;Total;Total;Tablet;Más de 55;Hombre;30;5;0,15;77;1,5;14;7
24/01/2021;Total;Total;Tablet;Más de 55;Hombre;28,75;3,75;0,125;40;2,5;13;6,5
25/01/2021;Total;Total;Tablet;Más de 55;Hombre;35;5;0,1375;35;4;16;8
26/01/2021;Total;Total;Tablet;Más de 55;Hombre;36,25;7,5;0,1125;36;2;17,5;8,75
27/01/2021;Total;Total;Tablet;Más de 55;Hombre;37,5;6,25;0,175;42;2,5;17,5;8,75
28/01/2021;Total;Total;Tablet;Más de 55;Hombre;38,75;7,5;0,1875;56;3;18,5;9,25
29/01/2021;Total;Total;Tablet;Más de 55;Hombre;36,25;5;0,175;57;1,5;16,5;8,25
30/01/2021;Total;Total;Tablet;Más de 55;Hombre;35;2,5;0,15;35;2,5;15;7,5
31/01/2021;Total;Total;Tablet;Más de 55;Hombre;36,875;5;0,1625;45;4;16,75;8,375
01/02/2021;Total;Total;Tablet;Más de 55;Hombre;40;7,5;0,1875;60;2;19;9,5
02/02/2021;Total;Total;Tablet;Más de 55;Hombre;41,25;5;0,1625;70;2,5;18,5;9,25
03/02/2021;Total;Total;Tablet;Más de 55;Hombre;38,75;5;0,15;45;3;17,5;8,75
04/02/2021;Total;Total;Tablet;Más de 55;Hombre;40;6,25;0,175;46;1,5;18,5;9,25
05/02/2021;Total;Total;Tablet;Más de 55;Hombre;38,75;3,75;0,1625;35;2,5;17;8,5
06/02/2021;Total;Total;Tablet;Más de 55;Hombre;43,75;5;0,1875;65;4;19,5;9,75
07/02/2021;Total;Total;Tablet;Más de 55;Hombre;45;6,25;0,1875;50;2;20,5;10,25
08/02/2021;Total;Total;Tablet;Más de 55;Hombre;41,25;3,75;0,15;45;2,5;18;9
09/02/2021;Total;Total;Tablet;Más de 55;Hombre;45;7,5;0,2;65;3;21;10,5
10/02/2021;Total;Total;Tablet;Más de 55;Hombre;43,75;6,25;0,1875;70;1,5;20;10
11/02/2021;Total;Total;Tablet;Más de 55;Hombre;42,5;5;0,175;35;2,5;19;9,5
12/02/2021;Total;Total;Tablet;Más de 55;Hombre;46,25;6,25;0,1625;45;4;21;10,5
13/02/2021;Total;Total;Tablet;Más de 55;Hombre;47,5;3,75;0,1875;55;2;20,5;10,25
14/02/2021;Total;Total;Tablet;Más de 55;Hombre;48,75;7,5;0,2;67;2,5;22,5;11,25
15/02/2021;Total;Total;Tablet;Más de 55;Hombre;47,5;6,25;0,1875;77;3;21,5;10,75
16/02/2021;Total;Total;Tablet;Más de 55;Hombre;48,75;7,5;0,175;40;1,5;22,5;11,25
17/02/2021;Total;Total;Tablet;Más de 55;Hombre;50;8,75;0,2;35;2,5;23,5;11,75
18/02/2021;Total;Total;Tablet;Más de 55;Hombre;51,25;8,75;0,2;36;4;24;12
19/02/2021;Total;Total;Tablet;Más de 55;Hombre;48,75;5;0,175;42;2;21,5;10,75
20/02/2021;Total;Total;Tablet;Más de 55;Hombre;52,5;7,5;0,2;56;2,5;24;12
21/02/2021;Total;Total;Tablet;Más de 55;Hombre;50;6,25;0,1875;57;3;22,5;11,25
22/02/2021;Total;Total;Tablet;Más de 55;Hombre;51,25;7,5;0,175;35;1,5;23,5;11,75
23/02/2021;Total;Total;Tablet;Más de 55;Hombre;53,75;6,25;0,1875;45;2,5;24;12
24/02/2021;Total;Total;Tablet;Más de 55;Hombre;55;7,5;0,2;60;4;25;12,5
25/02/2021;Total;Total;Tablet;Más de 55;Hombre;56,25;8,75;0,2;70;2;26;13
26/02/2021;Total;Total;Tablet;Más de 55;Hombre;53,75;7,5;0,175;45;2,5;24,5;12,25
27/02/2021;Total;Total;Tablet;Más de 55;Hombre;56,25;8,75;0,1875;46;3;26;13
28/02/2021;Total;Total;Tablet;Más de 55;Hombre;57,5;8,75;0,2;35;1,5;26,5;13,25
01/01/2021;Total;Google ads;Móvil;Total;Hombre;150;45;1,5;40;2,5;78;39
02/01/2021;Total;Google ads;Móvil;Total;Hombre;225;30;1,8;35;4;102;51
03/01/2021;Total;Google ads;Móvil;Total;Hombre;225;75;1,2;36;2,5;120;60
04/01/2021;Total;Google ads;Móvil;Total;Hombre;270;90;1,8;42;3;144;72
05/01/2021;Total;Google ads;Móvil;Total;Hombre;300;45;1,8;56;1,5;138;69
06/01/2021;Total;Google ads;Móvil;Total;Hombre;300;45;1,8;57;2,5;138;69
07/01/2021;Total;Google ads;Móvil;Total;Hombre;315;60;1,65;35;4;150;75
08/01/2021;Total;Google ads;Móvil;Total;Hombre;330;75;1,5;45;2;162;81
09/01/2021;Total;Google ads;Móvil;Total;Hombre;270;45;1,35;60;2,5;126;63
10/01/2021;Total;Google ads;Móvil;Total;Hombre;285;60;1,65;70;3;138;69
11/01/2021;Total;Google ads;Móvil;Total;Hombre;330;75;1,35;45;1,5;162;81
12/01/2021;Total;Google ads;Móvil;Total;Hombre;300;45;1,5;46;2,5;138;69
13/01/2021;Total;Google ads;Móvil;Total;Hombre;315;60;1,65;35;4;150;75
14/01/2021;Total;Google ads;Móvil;Total;Hombre;360;75;1,8;65;2;174;87
15/01/2021;Total;Google ads;Móvil;Total;Hombre;375;60;1,65;50;2,5;174;87
16/01/2021;Total;Google ads;Móvil;Total;Hombre;360;30;1,5;45;3;156;78
17/01/2021;Total;Google ads;Móvil;Total;Hombre;330;75;1,65;65;1,5;162;81
18/01/2021;Total;Google ads;Móvil;Total;Hombre;390;90;1,8;70;2,5;192;96
19/01/2021;Total;Google ads;Móvil;Total;Hombre;405;60;1,95;35;4;186;93
20/01/2021;Total;Google ads;Móvil;Total;Hombre;375;45;1,65;45;2;168;84
21/01/2021;Total;Google ads;Móvil;Total;Hombre;390;75;1,95;55;2,5;186;93
22/01/2021;Total;Google ads;Móvil;Total;Hombre;405;90;2,1;67;3;198;99
23/01/2021;Total;Google ads;Móvil;Total;Hombre;360;60;1,8;77;1,5;168;84
24/01/2021;Total;Google ads;Móvil;Total;Hombre;345;45;1,5;40;2,5;156;78
25/01/2021;Total;Google ads;Móvil;Total;Hombre;420;60;1,65;35;4;192;96
26/01/2021;Total;Google ads;Móvil;Total;Hombre;435;90;1,35;36;2;210;105
27/01/2021;Total;Google ads;Móvil;Total;Hombre;450;75;2,1;42;2,5;210;105
28/01/2021;Total;Google ads;Móvil;Total;Hombre;465;90;2,25;56;3;222;111
29/01/2021;Total;Google ads;Móvil;Total;Hombre;435;60;2,1;57;1,5;198;99
30/01/2021;Total;Google ads;Móvil;Total;Hombre;420;30;1,8;35;2,5;180;90
31/01/2021;Total;Google ads;Móvil;Total;Hombre;442,5;60;1,95;45;4;201;100,5
01/02/2021;Total;Google ads;Móvil;Total;Hombre;480;90;2,25;60;2;228;114
02/02/2021;Total;Google ads;Móvil;Total;Hombre;495;60;1,95;70;2,5;222;111
03/02/2021;Total;Google ads;Móvil;Total;Hombre;465;60;1,8;45;3;210;105
04/02/2021;Total;Google ads;Móvil;Total;Hombre;480;75;2,1;46;1,5;222;111
05/02/2021;Total;Google ads;Móvil;Total;Hombre;465;45;1,95;35;2,5;204;102
06/02/2021;Total;Google ads;Móvil;Total;Hombre;525;60;2,25;65;4;234;117
07/02/2021;Total;Google ads;Móvil;Total;Hombre;540;75;2,25;50;2;246;123
08/02/2021;Total;Google ads;Móvil;Total;Hombre;495;45;1,8;45;2,5;216;108
09/02/2021;Total;Google ads;Móvil;Total;Hombre;540;90;2,4;65;3;252;126
10/02/2021;Total;Google ads;Móvil;Total;Hombre;525;75;2,25;70;1,5;240;120
11/02/2021;Total;Google ads;Móvil;Total;Hombre;510;60;2,1;35;2,5;228;114
12/02/2021;Total;Google ads;Móvil;Total;Hombre;555;75;1,95;45;4;252;126
13/02/2021;Total;Google ads;Móvil;Total;Hombre;570;45;2,25;55;2;246;123
14/02/2021;Total;Google ads;Móvil;Total;Hombre;585;90;2,4;67;2,5;270;135
15/02/2021;Total;Google ads;Móvil;Total;Hombre;570;75;2,25;77;3;258;129
16/02/2021;Total;Google ads;Móvil;Total;Hombre;585;90;2,1;40;1,5;270;135
17/02/2021;Total;Google ads;Móvil;Total;Hombre;600;105;2,4;35;2,5;282;141
18/02/2021;Total;Google ads;Móvil;Total;Hombre;615;105;2,4;36;4;288;144
19/02/2021;Total;Google ads;Móvil;Total;Hombre;585;60;2,1;42;2;258;129
20/02/2021;Total;Google ads;Móvil;Total;Hombre;630;90;2,4;56;2,5;288;144
21/02/2021;Total;Google ads;Móvil;Total;Hombre;600;75;2,25;57;3;270;135
22/02/2021;Total;Google ads;Móvil;Total;Hombre;615;90;2,1;35;1,5;282;141
23/02/2021;Total;Google ads;Móvil;Total;Hombre;645;75;2,25;45;2,5;288;144
24/02/2021;Total;Google ads;Móvil;Total;Hombre;660;90;2,4;60;4;300;150
25/02/2021;Total;Google ads;Móvil;Total;Hombre;675;105;2,4;70;2;312;156
26/02/2021;Total;Google ads;Móvil;Total;Hombre;645;90;2,1;45;2,5;294;147
27/02/2021;Total;Google ads;Móvil;Total;Hombre;675;105;2,25;46;3;312;156
28/02/2021;Total;Google ads;Móvil;Total;Hombre;690;105;2,4;35;1,5;318;159
01/01/2021;Total;SEO;Móvil;Total;Hombre;90;27;0,9;40;2,5;46,8;23,4
02/01/2021;Total;SEO;Móvil;Total;Hombre;135;18;1,08;35;4;61,2;30,6
03/01/2021;Total;SEO;Móvil;Total;Hombre;135;45;0,72;36;2,5;72;36
04/01/2021;Total;SEO;Móvil;Total;Hombre;162;54;1,08;42;3;86,4;43,2
05/01/2021;Total;SEO;Móvil;Total;Hombre;180;27;1,08;56;1,5;82,8;41,4
06/01/2021;Total;SEO;Móvil;Total;Hombre;180;27;1,08;57;2,5;82,8;41,4
07/01/2021;Total;SEO;Móvil;Total;Hombre;189;36;0,99;35;4;90;45
08/01/2021;Total;SEO;Móvil;Total;Hombre;198;45;0,9;45;2;97,2;48,6
09/01/2021;Total;SEO;Móvil;Total;Hombre;162;27;0,81;60;2,5;75,6;37,8
10/01/2021;Total;SEO;Móvil;Total;Hombre;171;36;0,99;70;3;82,8;41,4
11/01/2021;Total;SEO;Móvil;Total;Hombre;198;45;0,81;45;1,5;97,2;48,6
12/01/2021;Total;SEO;Móvil;Total;Hombre;180;27;0,9;46;2,5;82,8;41,4
13/01/2021;Total;SEO;Móvil;Total;Hombre;189;36;0,99;35;4;90;45
14/01/2021;Total;SEO;Móvil;Total;Hombre;216;45;1,08;65;2;104,4;52,2
15/01/2021;Total;SEO;Móvil;Total;Hombre;225;36;0,99;50;2,5;104,4;52,2
16/01/2021;Total;SEO;Móvil;Total;Hombre;216;18;0,9;45;3;93,6;46,8
17/01/2021;Total;SEO;Móvil;Total;Hombre;198;45;0,99;65;1,5;97,2;48,6
18/01/2021;Total;SEO;Móvil;Total;Hombre;234;54;1,08;70;2,5;115,2;57,6
19/01/2021;Total;SEO;Móvil;Total;Hombre;243;36;1,17;35;4;111,6;55,8
20/01/2021;Total;SEO;Móvil;Total;Hombre;225;27;0,99;45;2;100,8;50,4
21/01/2021;Total;SEO;Móvil;Total;Hombre;234;45;1,17;55;2,5;111,6;55,8
22/01/2021;Total;SEO;Móvil;Total;Hombre;243;54;1,26;67;3;118,8;59,4
23/01/2021;Total;SEO;Móvil;Total;Hombre;216;36;1,08;77;1,5;100,8;50,4
24/01/2021;Total;SEO;Móvil;Total;Hombre;207;27;0,9;40;2,5;93,6;46,8
25/01/2021;Total;SEO;Móvil;Total;Hombre;252;36;0,99;35;4;115,2;57,6
26/01/2021;Total;SEO;Móvil;Total;Hombre;261;54;0,81;36;2;126;63
27/01/2021;Total;SEO;Móvil;Total;Hombre;270;45;1,26;42;2,5;126;63
28/01/2021;Total;SEO;Móvil;Total;Hombre;279;54;1,35;56;3;133,2;66,6
